trade_id,instrument_type,counterparty,currency,notional,pv
EQ-FWD-000031,EquityForward,CP004,JPY,2901448.77,-646943.23
CDS-000071,CDS,CP002,USD,89926120.55,4251702.92
IRS-000091,IRS,CP004,EUR,136680572.01,1650421.32
IRS-000103,IRS,CP003,EUR,339010299.70,8495854.67
IRS-000041,IRS,CP002,USD,267381523.43,7518716.16
CDS-000125,CDS,CP003,USD,32231922.40,1582912.59
IRS-000199,IRS,CP001,USD,195949754.83,5388591.64
EQ-OPT-000061,EquityOption,CP005,USD,13172348.71,578011.61
IRS-000038,IRS,CP005,USD,383789133.69,12147605.16
FX-OPT-000026,FxOption,CP005,GBP,17843237.78,829630.10
EQ-OPT-000075,EquityOption,CP002,USD,26895725.04,1028498.70
FX-OPT-000003,FxOption,CP001,USD,18386360.33,895703.67
IRS-000094,IRS,CP004,USD,117869878.41,3507467.29
EQ-OPT-000066,EquityOption,CP005,EUR,2911063.63,165736.53
FX-OPT-000040,FxOption,CP005,USD,46561169.95,2271521.51
FX-OPT-000103,FxOption,CP001,EUR,22166121.76,1080508.99
FX-OPT-000107,FxOption,CP005,USD,33602140.93,-48485640.35
IRS-000034,IRS,CP001,GBP,261428343.67,2143615.86
IRS-000198,IRS,CP004,EUR,267376173.00,7331376.60
CDS-000086,CDS,CP005,USD,67483515.61,3246325.06
FX-FWD-000144,FxForward,CP004,GBP,50216214.42,2286244.38
EQ-OPT-000120,EquityOption,CP003,USD,26829206.41,1025683.96
FX-OPT-000128,FxOption,CP005,USD,32465453.94,1574457.72
EQ-FWD-000093,EquityForward,CP005,EUR,6078807.07,344746.32
EQ-OPT-000025,EquityOption,CP002,EUR,39850130.35,2251748.00
EQ-OPT-000008,EquityOption,CP005,USD,18742606.29,426209.27
EQ-FWD-000061,EquityForward,CP002,JPY,18544559.56,-4253709.22
FX-OPT-000117,FxOption,CP005,USD,8510458.06,-12233106.38
CDS-000020,CDS,CP001,USD,91329687.07,3993264.58
IRS-000066,IRS,CP003,USD,359534791.44,1880994.71
EQ-FWD-000049,EquityForward,CP004,USD,2136474.72,42625.33
FX-OPT-000072,FxOption,CP002,USD,22291599.50,-27977311.70
FX-FWD-000138,FxForward,CP004,GBP,22184584.80,1012778.91
CDS-000055,CDS,CP004,USD,93654758.33,4341660.65
FX-FWD-000051,FxForward,CP004,EUR,21503812.80,-32976601.82
FX-FWD-000003,FxForward,CP003,EUR,43301266.14,2060142.22
FX-FWD-000113,FxForward,CP003,EUR,53614651.13,-81793418.75
EQ-FWD-000051,EquityForward,CP004,USD,17165376.01,663347.38
EQ-OPT-000155,EquityOption,CP004,EUR,3494290.25,198069.39
EQ-OPT-000053,EquityOption,CP002,USD,18641647.17,714731.97
FX-FWD-000098,FxForward,CP002,USD,90496203.42,4405079.81
EQ-OPT-000168,EquityOption,CP001,USD,15594759.12,364832.83
FX-FWD-000079,FxForward,CP001,USD,20184267.75,982721.57
EQ-FWD-000008,EquityForward,CP001,JPY,9494972.01,-2129839.71
EQ-FWD-000095,EquityForward,CP005,USD,10096818.13,394689.42
CDS-000127,CDS,CP002,USD,92156020.67,4570061.70
EQ-OPT-000022,EquityOption,CP005,USD,49181598.17,1220902.65
FX-FWD-000109,FxForward,CP005,EUR,17181385.78,821725.90
FX-OPT-000002,FxOption,CP005,GBP,30780216.12,1371401.20
IRS-000018,IRS,CP003,USD,438188317.82,12103094.97
FX-FWD-000033,FxForward,CP004,GBP,37525060.97,1704337.94
EQ-FWD-000129,EquityForward,CP001,USD,7318496.07,141839.45
EQ-OPT-000020,EquityOption,CP002,USD,12081418.14,239681.23
FX-OPT-000019,FxOption,CP002,EUR,33609828.79,1610790.50
FX-FWD-000139,FxForward,CP003,GBP,8923712.85,405977.47
IRS-000133,IRS,CP001,USD,205917010.80,514435.41
EQ-OPT-000090,EquityOption,CP005,EUR,46339799.57,2620661.45
IRS-000145,IRS,CP003,USD,33331619.30,464446.15
FX-OPT-000112,FxOption,CP003,USD,47822595.24,-67798706.97
FX-FWD-000005,FxForward,CP001,EUR,63622754.07,3033409.20
FX-FWD-000143,FxForward,CP001,EUR,52610203.29,-81579115.73
FX-FWD-000115,FxForward,CP004,EUR,59039963.89,-88090505.03
EQ-OPT-000007,EquityOption,CP002,USD,23099516.83,945843.81
IRS-000028,IRS,CP001,JPY,173495105.77,221249.71
CDS-000076,CDS,CP004,USD,25220180.81,1066282.15
EQ-OPT-000136,EquityOption,CP001,EUR,44519797.24,2529875.45
IRS-000064,IRS,CP003,JPY,443263428.87,2787045.83
IRS-000077,IRS,CP001,JPY,290034715.44,10132190.18
FX-FWD-000031,FxForward,CP002,USD,56586538.84,-78635939.41
CDS-000027,CDS,CP002,USD,81824808.36,4156845.39
FX-FWD-000135,FxForward,CP002,USD,45505698.95,2215383.11
IRS-000185,IRS,CP003,GBP,97407040.96,3119302.12
FX-FWD-000149,FxForward,CP002,EUR,91919825.29,-138448837.81
FX-OPT-000118,FxOption,CP004,GBP,26586735.29,1180997.86
IRS-000098,IRS,CP005,EUR,402430417.92,9503468.91
EQ-OPT-000180,EquityOption,CP001,JPY,47002613.88,-10397089.95
FX-FWD-000100,FxForward,CP005,USD,89286527.55,4350832.91
CDS-000074,CDS,CP001,USD,87640310.46,4261666.98
FX-FWD-000027,FxForward,CP001,EUR,2598947.87,124298.96
IRS-000174,IRS,CP004,EUR,434324565.19,15714391.37
FX-OPT-000123,FxOption,CP002,USD,43984835.10,2159756.63
EQ-OPT-000026,EquityOption,CP001,JPY,11113815.82,-2091858.28
EQ-OPT-000189,EquityOption,CP002,JPY,46073212.54,-11336479.92
FX-FWD-000006,FxForward,CP002,EUR,56330429.44,2677941.08
EQ-OPT-000071,EquityOption,CP002,EUR,17545757.52,992196.81
EQ-OPT-000087,EquityOption,CP001,JPY,22449882.44,-5044009.15
IRS-000135,IRS,CP003,EUR,405822790.18,6200809.42
EQ-FWD-000124,EquityForward,CP005,USD,3520810.34,136791.66
EQ-OPT-000040,EquityOption,CP003,USD,39679689.95,1598462.40
CDS-000137,CDS,CP002,USD,55724278.48,2730447.05
FX-OPT-000013,FxOption,CP004,USD,15859094.95,767257.62
FX-FWD-000011,FxForward,CP001,EUR,98322732.89,-147482240.99
EQ-OPT-000200,EquityOption,CP003,USD,44691160.22,1086701.54
EQ-FWD-000010,EquityForward,CP004,USD,17835297.86,704212.97
EQ-FWD-000082,EquityForward,CP003,USD,18258311.26,375605.78
EQ-OPT-000128,EquityOption,CP002,USD,12897968.80,219040.22
EQ-FWD-000099,EquityForward,CP003,EUR,7638070.49,433263.31
EQ-OPT-000084,EquityOption,CP002,JPY,47983396.44,-8996793.53
IRS-000105,IRS,CP003,GBP,123809270.90,1060233.91
IRS-000025,IRS,CP004,JPY,295455173.53,9253534.50
EQ-FWD-000136,EquityForward,CP002,EUR,1624587.74,92191.00
IRS-000067,IRS,CP005,USD,77284845.35,2740335.13
EQ-OPT-000074,EquityOption,CP002,JPY,26149520.68,-6218297.42
EQ-FWD-000130,EquityForward,CP003,USD,16465667.48,318905.61
FX-OPT-000130,FxOption,CP003,GBP,30136694.47,1340718.44
EQ-FWD-000024,EquityForward,CP004,USD,18056546.43,387078.35
FX-FWD-000025,FxForward,CP003,EUR,62618035.25,-97040541.69
CDS-000028,CDS,CP004,USD,25870343.92,1274844.40
FX-FWD-000059,FxForward,CP005,GBP,19724932.64,895984.98
EQ-FWD-000121,EquityForward,CP002,USD,11520293.26,450668.23
EQ-OPT-000065,EquityOption,CP002,EUR,24802300.30,1403389.39
FX-OPT-000110,FxOption,CP002,USD,41032324.88,2022698.21
FX-OPT-000125,FxOption,CP003,USD,34628344.87,1657756.19
FX-OPT-000056,FxOption,CP004,USD,25772345.18,1242910.45
CDS-000026,CDS,CP004,USD,83223159.27,4039897.66
EQ-FWD-000054,EquityForward,CP003,JPY,18380094.30,-4184633.46
CDS-000138,CDS,CP004,USD,33497557.34,1639966.29
EQ-FWD-000075,EquityForward,CP003,USD,19940745.59,785861.04
IRS-000063,IRS,CP004,USD,61500220.40,1568672.09
CDS-000145,CDS,CP005,USD,48454432.73,2063511.65
CDS-000101,CDS,CP005,USD,15145889.50,660980.43
EQ-FWD-000053,EquityForward,CP001,JPY,8931867.42,-2026703.88
EQ-FWD-000125,EquityForward,CP004,JPY,1369885.50,-307466.67
FX-FWD-000088,FxForward,CP001,EUR,55827328.00,-83906865.54
IRS-000121,IRS,CP002,USD,297865432.46,420688.53
CDS-000097,CDS,CP001,USD,9142555.42,458640.90
EQ-FWD-000150,EquityForward,CP003,JPY,6507451.03,-1402691.20
FX-FWD-000118,FxForward,CP003,EUR,18649402.65,-28526323.70
IRS-000106,IRS,CP001,GBP,191125063.93,2802735.76
IRS-000044,IRS,CP001,EUR,469799279.86,1361876.49
EQ-FWD-000047,EquityForward,CP003,JPY,8899530.14,-1968887.43
CDS-000085,CDS,CP005,USD,75009507.43,3764389.48
EQ-FWD-000070,EquityForward,CP005,USD,1276019.85,55491.13
CDS-000081,CDS,CP004,USD,93934770.93,4059503.30
EQ-OPT-000067,EquityOption,CP001,EUR,6171445.46,349861.74
FX-OPT-000009,FxOption,CP003,EUR,4282724.03,-6311938.65
CDS-000142,CDS,CP002,USD,46824523.44,2210343.55
EQ-OPT-000006,EquityOption,CP002,JPY,18047157.37,-3959736.67
FX-OPT-000039,FxOption,CP002,EUR,34811067.09,1631302.22
EQ-FWD-000039,EquityForward,CP005,EUR,6046790.79,342584.87
EQ-OPT-000060,EquityOption,CP002,JPY,6604887.32,-1344130.13
IRS-000152,IRS,CP005,JPY,283155504.62,2010253.99
EQ-FWD-000118,EquityForward,CP005,USD,8530459.97,183139.51
EQ-OPT-000012,EquityOption,CP001,USD,45363448.62,764666.30
CDS-000072,CDS,CP001,USD,17180887.71,717882.34
FX-OPT-000083,FxOption,CP001,EUR,49377533.88,2355805.54
FX-FWD-000110,FxForward,CP003,USD,86918073.29,4235503.02
CDS-000120,CDS,CP004,USD,70032615.55,3017261.54
EQ-FWD-000076,EquityForward,CP003,USD,4772887.89,208190.28
EQ-OPT-000164,EquityOption,CP002,JPY,46408463.31,-10033559.12
IRS-000012,IRS,CP001,GBP,299685741.17,1219557.43
EQ-OPT-000035,EquityOption,CP004,USD,42729247.74,1053372.17
CDS-000082,CDS,CP004,USD,96662471.25,4054974.51
CDS-000087,CDS,CP005,USD,94403890.23,4833320.77
FX-FWD-000049,FxForward,CP001,USD,26564653.26,-37187429.86
FX-OPT-000074,FxOption,CP001,EUR,39499042.25,1849124.46
FX-FWD-000007,FxForward,CP005,USD,2942512.26,142792.88
EQ-OPT-000191,EquityOption,CP004,USD,15692692.10,281817.06
FX-FWD-000078,FxForward,CP002,EUR,74746014.01,-111825808.19
EQ-OPT-000068,EquityOption,CP004,USD,37061914.54,1369635.15
FX-FWD-000069,FxForward,CP002,USD,4624762.93,225546.64
CDS-000148,CDS,CP005,USD,80309728.65,4039062.52
EQ-FWD-000079,EquityForward,CP001,USD,19650488.75,385399.33
IRS-000017,IRS,CP002,GBP,425770813.68,5795212.80
IRS-000102,IRS,CP002,EUR,312674341.33,7273635.69
EQ-OPT-000080,EquityOption,CP001,USD,22097096.08,556875.49
CDS-000111,CDS,CP002,USD,50522686.08,2168276.04
EQ-OPT-000013,EquityOption,CP001,USD,29744021.38,1176354.98
CDS-000031,CDS,CP003,USD,83893271.99,3870953.16
EQ-FWD-000083,EquityForward,CP003,USD,5530531.19,119214.76
IRS-000074,IRS,CP001,USD,112576959.13,504109.52
IRS-000095,IRS,CP005,USD,483528236.67,17178624.30
EQ-OPT-000192,EquityOption,CP004,USD,6252627.79,271806.37
EQ-FWD-000004,EquityForward,CP003,EUR,4083661.10,231747.70
FX-OPT-000070,FxOption,CP001,USD,42180685.40,2080498.94
IRS-000007,IRS,CP003,GBP,140109952.91,89576.11
EQ-OPT-000188,EquityOption,CP002,USD,46211611.65,2011798.32
FX-FWD-000090,FxForward,CP001,USD,89660990.08,4364129.07
CDS-000102,CDS,CP003,USD,48485733.72,2471668.04
IRS-000111,IRS,CP003,USD,68793642.43,1465513.16
CDS-000143,CDS,CP003,USD,6421211.52,310389.15
EQ-FWD-000078,EquityForward,CP003,USD,14119059.03,557067.83
FX-OPT-000005,FxOption,CP003,GBP,35395246.13,1589197.15
IRS-000030,IRS,CP005,JPY,37695458.47,718100.30
FX-FWD-000015,FxForward,CP002,EUR,73388958.12,-110712130.80
CDS-000147,CDS,CP004,USD,18621593.59,888826.85
FX-FWD-000140,FxForward,CP005,EUR,40006815.61,-61813345.38
EQ-OPT-000009,EquityOption,CP004,USD,23381081.80,887214.34
FX-OPT-000010,FxOption,CP002,EUR,32999368.43,-45429533.65
CDS-000083,CDS,CP004,USD,89173155.17,4170132.24
EQ-FWD-000074,EquityForward,CP004,USD,7967569.16,348874.11
EQ-FWD-000106,EquityForward,CP001,EUR,1341113.70,76061.67
FX-FWD-000091,FxForward,CP004,GBP,47334963.79,2159745.50
IRS-000154,IRS,CP003,JPY,456907044.34,13504816.79
IRS-000194,IRS,CP003,EUR,329742005.71,4775498.64
IRS-000123,IRS,CP005,JPY,106777122.48,4136301.16
FX-OPT-000113,FxOption,CP001,EUR,36406289.20,-50430743.86
FX-FWD-000086,FxForward,CP005,USD,89107428.93,-120564187.80
CDS-000117,CDS,CP003,USD,32729381.96,1587615.67
FX-OPT-000127,FxOption,CP003,USD,4863012.69,237457.19
FX-OPT-000006,FxOption,CP004,EUR,3871690.96,-6194011.93
FX-FWD-000060,FxForward,CP001,EUR,57981582.34,-87581976.23
IRS-000022,IRS,CP004,EUR,437690010.77,8735177.93
FX-OPT-000080,FxOption,CP004,USD,44059418.77,-63603702.79
CDS-000045,CDS,CP004,USD,23017101.72,1165218.83
FX-FWD-000103,FxForward,CP004,EUR,61175737.14,2920586.13
CDS-000070,CDS,CP001,USD,87195746.23,4001674.13
EQ-FWD-000127,EquityForward,CP001,USD,17270559.69,683147.96
CDS-000041,CDS,CP003,USD,33729965.00,1394369.78
FX-OPT-000129,FxOption,CP004,EUR,21318697.61,1013318.40
FX-OPT-000141,FxOption,CP003,EUR,32905294.50,-49846983.36
EQ-OPT-000085,EquityOption,CP002,EUR,33316191.90,1892445.07
FX-FWD-000085,FxForward,CP002,GBP,9569361.48,437458.06
CDS-000019,CDS,CP001,USD,16036089.20,734838.86
EQ-OPT-000034,EquityOption,CP003,EUR,36623234.35,2078880.88
EQ-FWD-000081,EquityForward,CP004,USD,15854312.63,613223.66
FX-FWD-000093,FxForward,CP003,USD,51333440.99,-69502386.05
EQ-OPT-000157,EquityOption,CP005,JPY,18726172.66,-3901118.49
EQ-FWD-000006,EquityForward,CP002,USD,8177676.44,359077.87
EQ-FWD-000021,EquityForward,CP001,JPY,14729473.91,-3172137.51
EQ-FWD-000067,EquityForward,CP003,USD,5039457.69,217554.76
CDS-000008,CDS,CP004,USD,87978319.40,4338823.34
FX-OPT-000024,FxOption,CP004,USD,26886140.59,-37774340.78
CDS-000092,CDS,CP003,USD,93947970.97,4585084.85
EQ-FWD-000030,EquityForward,CP004,USD,9370169.47,367428.37
IRS-000047,IRS,CP001,EUR,432164938.52,16130076.83
CDS-000094,CDS,CP002,USD,13069025.41,563790.37
IRS-000079,IRS,CP001,JPY,256644041.39,418650.28
IRS-000087,IRS,CP001,USD,451290395.93,17169148.81
CDS-000037,CDS,CP002,USD,35625308.75,1806878.75
FX-OPT-000069,FxOption,CP005,USD,46422690.42,-70304461.77
FX-FWD-000026,FxForward,CP001,USD,2308816.60,-3105021.77
IRS-000131,IRS,CP005,USD,159441525.67,5048255.27
FX-FWD-000105,FxForward,CP002,GBP,93485353.69,4270527.64
EQ-FWD-000048,EquityForward,CP005,USD,9830554.57,390798.88
CDS-000106,CDS,CP004,USD,79389997.39,3938553.16
FX-FWD-000131,FxForward,CP005,EUR,64890854.88,3096630.01
EQ-FWD-000045,EquityForward,CP002,USD,3648327.75,158265.84
IRS-000003,IRS,CP003,JPY,332202735.49,10098523.84
EQ-FWD-000115,EquityForward,CP003,EUR,2065834.52,117146.15
FX-FWD-000141,FxForward,CP002,USD,15770299.54,769954.39
IRS-000061,IRS,CP001,EUR,58282201.06,1007441.07
FX-OPT-000146,FxOption,CP002,EUR,14096268.94,-22685224.39
FX-OPT-000142,FxOption,CP005,EUR,20723068.21,986008.79
EQ-OPT-000011,EquityOption,CP004,JPY,31831017.62,-6233195.11
EQ-OPT-000095,EquityOption,CP004,EUR,10151375.35,573807.01
IRS-000057,IRS,CP005,EUR,52924208.72,140751.93
FX-FWD-000089,FxForward,CP003,GBP,14517851.69,663176.76
CDS-000080,CDS,CP002,USD,63515004.98,3102459.03
FX-OPT-000098,FxOption,CP001,EUR,9452478.94,448769.93
IRS-000120,IRS,CP003,JPY,49992676.71,1682784.63
FX-OPT-000114,FxOption,CP004,USD,42219907.80,2069733.94
EQ-FWD-000033,EquityForward,CP004,USD,19711042.62,855369.89
FX-FWD-000062,FxForward,CP005,EUR,35622265.19,1693125.81
EQ-OPT-000108,EquityOption,CP001,USD,21763636.95,899238.90
FX-OPT-000133,FxOption,CP004,USD,13807068.01,-20734219.97
FX-FWD-000097,FxForward,CP001,EUR,97417014.39,-149930702.84
IRS-000068,IRS,CP004,USD,441379976.67,6525713.04
FX-OPT-000089,FxOption,CP002,EUR,41616227.42,1992533.64
EQ-OPT-000014,EquityOption,CP001,JPY,21895496.40,-4193271.12
IRS-000192,IRS,CP001,JPY,94564899.51,3121629.88
IRS-000084,IRS,CP002,JPY,453504712.21,12801120.34
IRS-000141,IRS,CP002,JPY,181850824.73,3771592.81
EQ-FWD-000042,EquityForward,CP003,JPY,16596272.13,-3751738.17
EQ-FWD-000149,EquityForward,CP002,USD,5292468.44,231198.76
FX-OPT-000037,FxOption,CP003,USD,25596854.77,1243695.73
CDS-000131,CDS,CP004,USD,50511944.94,2517680.89
EQ-OPT-000076,EquityOption,CP003,USD,16648518.97,650284.44
IRS-000138,IRS,CP005,GBP,492887314.88,17386705.34
FX-FWD-000116,FxForward,CP002,USD,15171294.56,-20949135.69
FX-OPT-000045,FxOption,CP005,USD,7908760.93,-10390818.53
FX-FWD-000123,FxForward,CP001,USD,90261382.16,-122362297.03
IRS-000014,IRS,CP001,GBP,447304168.08,5819266.42
EQ-OPT-000184,EquityOption,CP002,JPY,38564929.47,-9796155.36
EQ-FWD-000085,EquityForward,CP004,EUR,12920753.04,731954.12
EQ-FWD-000089,EquityForward,CP003,EUR,15788213.15,895770.87
EQ-FWD-000003,EquityForward,CP003,EUR,7673744.60,435425.00
FX-OPT-000145,FxOption,CP001,USD,49595385.66,2409130.23
CDS-000130,CDS,CP003,USD,42287443.28,2083087.34
EQ-OPT-000114,EquityOption,CP005,EUR,16505241.87,936016.43
EQ-FWD-000128,EquityForward,CP004,EUR,13270508.82,752413.65
FX-OPT-000012,FxOption,CP004,USD,30386942.86,1460887.64
EQ-OPT-000169,EquityOption,CP002,USD,32294476.03,1442035.65
EQ-FWD-000143,EquityForward,CP005,JPY,19071776.17,-4146532.16
IRS-000072,IRS,CP001,USD,297954033.04,4442494.22
EQ-FWD-000072,EquityForward,CP003,EUR,5146698.75,291967.43
IRS-000016,IRS,CP004,EUR,331802031.84,5895456.27
CDS-000021,CDS,CP004,USD,64836224.41,3260374.22
EQ-FWD-000013,EquityForward,CP005,EUR,11226249.01,635942.40
EQ-OPT-000105,EquityOption,CP001,USD,10583833.62,263751.40
CDS-000062,CDS,CP003,USD,69636630.01,2967932.52
EQ-FWD-000056,EquityForward,CP005,EUR,8420777.05,477837.82
IRS-000037,IRS,CP004,EUR,240018589.67,3501076.88
FX-FWD-000045,FxForward,CP002,USD,11964769.95,583925.96
FX-FWD-000064,FxForward,CP001,EUR,32850933.35,1562848.10
EQ-OPT-000016,EquityOption,CP004,USD,25482113.34,1098121.57
EQ-OPT-000101,EquityOption,CP002,JPY,3958184.57,-697928.52
CDS-000050,CDS,CP005,USD,76242328.21,3622769.64
CDS-000038,CDS,CP005,USD,86828163.94,4217451.39
EQ-FWD-000084,EquityForward,CP001,USD,15054599.61,586415.50
EQ-FWD-000131,EquityForward,CP004,USD,5709318.18,222118.50
CDS-000054,CDS,CP002,USD,40609751.27,1633118.92
IRS-000093,IRS,CP003,JPY,455578744.85,15382597.25
EQ-OPT-000125,EquityOption,CP001,EUR,42015427.36,2383054.51
IRS-000168,IRS,CP002,JPY,328567488.69,4551582.63
EQ-OPT-000033,EquityOption,CP003,USD,3959695.30,175297.86
EQ-OPT-000036,EquityOption,CP003,JPY,37746894.99,-9551294.29
EQ-OPT-000179,EquityOption,CP002,USD,15174292.25,642659.39
CDS-000123,CDS,CP002,USD,49119493.05,2432079.79
FX-OPT-000007,FxOption,CP004,USD,37716292.44,-54105154.34
FX-FWD-000070,FxForward,CP005,EUR,34021023.33,1617146.83
IRS-000156,IRS,CP002,EUR,172329198.57,3746502.03
EQ-FWD-000026,EquityForward,CP005,EUR,15006784.69,850369.16
EQ-OPT-000139,EquityOption,CP001,USD,48881894.44,2215785.37
CDS-000105,CDS,CP001,USD,87741711.20,4296407.41
CDS-000004,CDS,CP005,USD,22324589.82,922130.31
IRS-000188,IRS,CP001,EUR,21359032.62,726898.38
IRS-000035,IRS,CP002,USD,246222435.52,2197668.86
CDS-000012,CDS,CP004,USD,79578207.57,3508606.92
EQ-FWD-000139,EquityForward,CP001,EUR,8553845.64,484861.58
FX-OPT-000029,FxOption,CP003,USD,22931407.19,1106652.61
IRS-000076,IRS,CP005,EUR,238266130.33,9118586.52
IRS-000104,IRS,CP001,USD,85943270.48,542771.60
EQ-OPT-000152,EquityOption,CP002,USD,22319340.20,933177.94
CDS-000129,CDS,CP003,USD,79988296.03,3632975.80
CDS-000108,CDS,CP002,USD,33190854.71,1605675.15
FX-OPT-000011,FxOption,CP003,USD,36494196.66,-47515752.45
EQ-OPT-000171,EquityOption,CP003,USD,27418064.88,1115529.93
IRS-000119,IRS,CP002,GBP,107292530.80,1850490.78
EQ-OPT-000126,EquityOption,CP004,EUR,24951967.06,1412769.67
FX-FWD-000047,FxForward,CP005,USD,20922384.91,1019019.54
EQ-FWD-000140,EquityForward,CP002,USD,18664412.14,813873.02
IRS-000013,IRS,CP001,GBP,415455792.57,7418870.15
FX-OPT-000043,FxOption,CP003,EUR,15721563.23,740858.65
CDS-000122,CDS,CP001,USD,54519469.94,2544416.50
EQ-FWD-000142,EquityForward,CP003,USD,7032659.67,279803.34
FX-OPT-000094,FxOption,CP001,USD,42198960.37,2025710.18
CDS-000036,CDS,CP001,USD,12096738.24,566585.86
EQ-FWD-000113,EquityForward,CP002,USD,4695911.24,91412.00
FX-FWD-000058,FxForward,CP004,GBP,32492135.12,1476117.70
EQ-FWD-000001,EquityForward,CP005,USD,15359251.89,597543.46
CDS-000029,CDS,CP005,USD,37378689.83,1837395.55
FX-FWD-000014,FxForward,CP003,GBP,76071634.36,3475198.31
FX-OPT-000018,FxOption,CP005,EUR,43165758.85,-68275068.07
EQ-OPT-000047,EquityOption,CP001,USD,44011242.27,1856248.84
EQ-FWD-000135,EquityForward,CP001,USD,3805878.16,164501.75
FX-OPT-000065,FxOption,CP003,USD,33044902.66,-45596643.98
FX-OPT-000038,FxOption,CP005,GBP,21267895.53,988480.50
EQ-FWD-000100,EquityForward,CP004,USD,16030414.44,635166.21
CDS-000096,CDS,CP003,USD,85339503.68,4289628.16
IRS-000002,IRS,CP002,EUR,321060380.19,4311324.30
CDS-000043,CDS,CP002,USD,14300839.47,720558.91
IRS-000011,IRS,CP002,GBP,460892336.35,8902235.56
EQ-OPT-000106,EquityOption,CP004,EUR,17351225.05,983341.32
FX-OPT-000030,FxOption,CP005,GBP,3692993.33,170474.29
FX-FWD-000068,FxForward,CP004,EUR,52370425.04,2491806.04
IRS-000051,IRS,CP005,GBP,348187048.54,2196428.56
FX-OPT-000115,FxOption,CP001,EUR,8885382.52,421495.16
IRS-000042,IRS,CP001,JPY,214018888.63,2190366.50
CDS-000052,CDS,CP005,USD,18620654.87,926957.30
IRS-000196,IRS,CP001,USD,218124598.74,6429265.90
FX-FWD-000053,FxForward,CP001,GBP,97135267.79,4401332.54
IRS-000115,IRS,CP005,EUR,168880959.33,314269.80
FX-OPT-000064,FxOption,CP002,GBP,42529289.78,1898639.76
EQ-OPT-000100,EquityOption,CP001,USD,22288777.45,938329.68
IRS-000046,IRS,CP002,JPY,453378988.21,13832635.82
CDS-000109,CDS,CP002,USD,56035917.70,2732184.23
FX-FWD-000094,FxForward,CP003,USD,78788623.45,3838719.48
EQ-OPT-000138,EquityOption,CP003,JPY,3788658.64,-810861.86
CDS-000009,CDS,CP001,USD,49012275.04,2185912.72
FX-FWD-000111,FxForward,CP003,GBP,29072218.93,1322723.10
EQ-OPT-000160,EquityOption,CP002,USD,7195438.99,313105.34
EQ-FWD-000145,EquityForward,CP001,USD,2829489.32,112349.08
EQ-FWD-000096,EquityForward,CP003,JPY,2652954.78,-570199.15
EQ-OPT-000141,EquityOption,CP001,USD,1196917.51,51783.60
FX-OPT-000134,FxOption,CP004,USD,17218499.39,-25242346.37
EQ-OPT-000154,EquityOption,CP002,JPY,35169497.24,-6351401.08
FX-FWD-000127,FxForward,CP005,EUR,47831643.91,2289097.36
FX-OPT-000058,FxOption,CP001,EUR,6863716.70,-10902187.93
EQ-FWD-000132,EquityForward,CP001,USD,7327954.66,156401.03
EQ-OPT-000062,EquityOption,CP003,USD,3774533.17,139087.00
FX-FWD-000071,FxForward,CP001,USD,54062364.70,-75629331.19
IRS-000089,IRS,CP002,GBP,396740304.79,3805819.11
