trade_id,instrument_type,counterparty,currency,notional,pv
EQ-FWD-000125,EquityForward,CP002,USD,16326411.63,710815.80
EQ-FWD-000086,EquityForward,CP002,USD,17611676.05,683434.24
EQ-FWD-000063,EquityForward,CP004,JPY,4976403.62,-1101047.64
CDS-000027,CDS,CP001,USD,92827791.12,4375488.02
CDS-000097,CDS,CP002,USD,64211679.79,3206877.24
IRS-000013,IRS,CP002,JPY,99757720.12,2296601.50
FX-OPT-000120,FxOption,CP002,EUR,31975271.59,1514623.84
IRS-000113,IRS,CP003,EUR,476773381.00,1279758.15
IRS-000103,IRS,CP004,EUR,226093660.03,8255245.37
EQ-FWD-000092,EquityForward,CP001,JPY,4415635.94,-942402.65
EQ-OPT-000190,EquityOption,CP002,USD,11020486.55,423054.42
EQ-FWD-000038,EquityForward,CP004,EUR,1902089.53,107791.27
EQ-OPT-000017,EquityOption,CP001,USD,39982253.90,805866.02
FX-OPT-000055,FxOption,CP001,EUR,36925418.25,1761868.51
EQ-FWD-000111,EquityForward,CP001,EUR,12974224.67,735305.05
EQ-OPT-000103,EquityOption,CP003,USD,22528494.22,501283.70
EQ-OPT-000003,EquityOption,CP001,USD,7799423.34,347678.49
CDS-000088,CDS,CP005,USD,77469193.32,3761224.93
EQ-FWD-000082,EquityForward,CP004,EUR,1873439.30,106204.65
FX-FWD-000114,FxForward,CP003,EUR,97447421.58,4637716.42
EQ-FWD-000102,EquityForward,CP003,USD,7434033.84,292586.46
CDS-000050,CDS,CP001,USD,5953272.64,289602.88
EQ-FWD-000123,EquityForward,CP001,USD,19405822.08,846116.58
CDS-000081,CDS,CP002,USD,80417494.46,4122832.89
FX-FWD-000002,FxForward,CP004,USD,96052171.71,-133632512.08
IRS-000011,IRS,CP002,GBP,176190140.10,5843087.49
FX-OPT-000036,FxOption,CP004,EUR,6953327.20,-10507968.00
EQ-FWD-000093,EquityForward,CP002,USD,17237449.23,753096.23
EQ-OPT-000154,EquityOption,CP001,USD,27042428.27,625981.26
IRS-000101,IRS,CP004,USD,189405351.18,7091121.85
EQ-OPT-000143,EquityOption,CP002,USD,9193395.22,414940.57
IRS-000156,IRS,CP002,JPY,377424336.59,11529237.08
FX-OPT-000065,FxOption,CP001,USD,31644447.94,-44448102.76
EQ-OPT-000088,EquityOption,CP002,USD,18385568.86,285278.22
FX-FWD-000028,FxForward,CP003,USD,39648720.99,1932217.07
EQ-OPT-000065,EquityOption,CP003,USD,21151189.78,855629.52
IRS-000015,IRS,CP004,GBP,223386322.72,6980957.55
FX-FWD-000018,FxForward,CP003,USD,19750930.03,-27317540.75
FX-FWD-000073,FxForward,CP003,USD,75167608.83,-102788543.18
IRS-000058,IRS,CP005,JPY,445270993.44,7492812.81
EQ-FWD-000081,EquityForward,CP004,USD,6604263.08,256782.37
EQ-OPT-000189,EquityOption,CP005,JPY,47730462.27,-8588813.41
EQ-OPT-000118,EquityOption,CP003,USD,48920800.38,1804403.67
FX-FWD-000131,FxForward,CP001,GBP,10747432.14,486546.01
EQ-OPT-000114,EquityOption,CP005,JPY,34942197.15,-7701941.07
CDS-000060,CDS,CP004,USD,26732391.42,1266056.70
EQ-OPT-000132,EquityOption,CP002,USD,12102031.89,208655.22
EQ-FWD-000012,EquityForward,CP004,USD,13444320.20,288914.88
IRS-000178,IRS,CP002,JPY,387061637.29,6527353.25
CDS-000046,CDS,CP002,USD,63660339.88,2975295.16
FX-FWD-000103,FxForward,CP003,EUR,10614664.99,-16274505.57
FX-OPT-000005,FxOption,CP003,USD,32535576.87,-45734796.99
IRS-000168,IRS,CP001,USD,401709963.45,12666280.63
IRS-000062,IRS,CP002,GBP,327507597.69,7546516.97
FX-FWD-000091,FxForward,CP002,USD,1618724.33,78543.77
IRS-000041,IRS,CP002,GBP,291283757.19,1237334.44
CDS-000125,CDS,CP004,USD,20338412.36,958406.91
CDS-000080,CDS,CP002,USD,71767664.52,3493837.59
EQ-OPT-000021,EquityOption,CP001,USD,31008684.77,1157742.83
FX-OPT-000044,FxOption,CP003,GBP,47134318.34,2155263.36
EQ-FWD-000005,EquityForward,CP004,JPY,10986185.47,-2504895.97
IRS-000019,IRS,CP003,USD,476132104.95,11319184.05
IRS-000194,IRS,CP002,JPY,404745742.44,10992969.47
EQ-OPT-000027,EquityOption,CP004,USD,30531626.97,1292287.76
IRS-000167,IRS,CP002,USD,487825217.69,10186535.73
CDS-000041,CDS,CP004,USD,38493900.06,1732277.47
IRS-000172,IRS,CP002,GBP,161023518.04,5818450.70
CDS-000092,CDS,CP001,USD,87821676.95,4167743.34
EQ-OPT-000076,EquityOption,CP002,USD,36549790.13,662123.90
FX-FWD-000010,FxForward,CP004,USD,68658207.59,-94873707.18
CDS-000141,CDS,CP001,USD,73495810.36,3678512.16
EQ-OPT-000086,EquityOption,CP005,USD,19385015.71,872390.79
FX-FWD-000074,FxForward,CP004,GBP,62397374.62,2826046.69
FX-FWD-000054,FxForward,CP001,GBP,87504100.66,3971293.24
IRS-000054,IRS,CP005,GBP,42265131.70,89616.69
IRS-000096,IRS,CP003,EUR,424425496.65,11761453.52
FX-FWD-000135,FxForward,CP003,USD,8196967.43,-11301970.74
FX-OPT-000132,FxOption,CP003,EUR,38818019.04,-59975755.18
IRS-000185,IRS,CP004,JPY,249793219.53,607328.50
IRS-000107,IRS,CP004,USD,382226389.44,10880520.55
FX-OPT-000046,FxOption,CP004,GBP,28178028.40,1302833.15
EQ-OPT-000068,EquityOption,CP002,EUR,18784980.26,1062054.63
IRS-000110,IRS,CP005,JPY,387842078.40,547291.30
EQ-OPT-000108,EquityOption,CP003,EUR,38768552.47,2205214.18
IRS-000010,IRS,CP003,USD,109399450.85,2911092.58
EQ-FWD-000084,EquityForward,CP005,JPY,10635715.99,-2341876.81
IRS-000074,IRS,CP003,USD,16106133.47,106273.58
FX-OPT-000108,FxOption,CP004,USD,19633060.35,-25454231.64
IRS-000030,IRS,CP002,GBP,158622252.32,4399974.42
EQ-OPT-000008,EquityOption,CP005,JPY,47983737.56,-8530786.40
FX-OPT-000047,FxOption,CP004,EUR,28687111.07,1386566.97
IRS-000007,IRS,CP003,GBP,430821339.23,11092639.58
CDS-000014,CDS,CP005,USD,15715192.65,775166.01
FX-OPT-000020,FxOption,CP004,USD,33089700.86,-41891010.78
EQ-FWD-000140,EquityForward,CP001,USD,14132783.33,553227.76
FX-FWD-000128,FxForward,CP003,EUR,20771735.37,-32277071.38
EQ-OPT-000135,EquityOption,CP001,USD,12689840.80,539985.92
FX-OPT-000100,FxOption,CP005,GBP,43099743.68,1946296.60
IRS-000024,IRS,CP003,GBP,494913714.75,5576963.05
CDS-000140,CDS,CP001,USD,82900151.30,4156172.17
IRS-000122,IRS,CP001,GBP,274589964.46,2931574.82
EQ-OPT-000037,EquityOption,CP004,USD,37286924.02,1566992.09
FX-FWD-000136,FxForward,CP001,USD,98932365.87,-138559642.00
EQ-OPT-000083,EquityOption,CP005,USD,32113043.14,1468729.29
EQ-OPT-000092,EquityOption,CP004,USD,39881675.96,1767951.93
IRS-000043,IRS,CP004,JPY,196827220.65,6188527.14
CDS-000020,CDS,CP004,USD,11548246.32,570263.61
EQ-OPT-000115,EquityOption,CP001,EUR,2740683.61,155985.18
IRS-000042,IRS,CP001,GBP,11420149.36,331829.44
FX-FWD-000046,FxForward,CP003,EUR,88098527.98,4209185.20
FX-OPT-000049,FxOption,CP001,EUR,22662075.17,-32442867.72
EQ-OPT-000148,EquityOption,CP004,USD,14183734.01,596471.32
EQ-OPT-000055,EquityOption,CP003,USD,17709215.48,775688.62
IRS-000099,IRS,CP005,USD,285103319.15,10397105.67
IRS-000022,IRS,CP005,EUR,417869725.57,5077359.28
CDS-000056,CDS,CP003,USD,71143152.36,3271759.18
EQ-OPT-000078,EquityOption,CP004,JPY,18141658.98,-3275138.13
FX-OPT-000013,FxOption,CP003,USD,12693578.62,-19201449.09
IRS-000124,IRS,CP001,EUR,174037673.56,5205927.68
FX-FWD-000083,FxForward,CP001,EUR,14184638.85,-21687112.52
CDS-000116,CDS,CP002,USD,91113026.10,3926111.72
FX-FWD-000111,FxForward,CP002,GBP,7385493.34,337777.29
IRS-000135,IRS,CP003,JPY,358462751.26,8685173.93
EQ-FWD-000106,EquityForward,CP004,USD,16633661.78,350701.07
FX-FWD-000090,FxForward,CP004,GBP,60299466.48,2737618.77
FX-FWD-000050,FxForward,CP004,USD,36798251.14,-50617584.12
FX-OPT-000136,FxOption,CP005,EUR,11873165.93,-18670121.66
IRS-000060,IRS,CP002,JPY,294524063.23,6825441.84
EQ-OPT-000084,EquityOption,CP004,JPY,35016989.32,-7246557.80
EQ-FWD-000023,EquityForward,CP001,JPY,10294656.85,-2349053.53
EQ-OPT-000107,EquityOption,CP004,USD,14685575.84,268065.92
CDS-000126,CDS,CP001,USD,72606472.15,3235741.49
IRS-000157,IRS,CP002,USD,189945524.69,5604130.21
EQ-OPT-000173,EquityOption,CP002,USD,24580775.05,959674.90
EQ-OPT-000025,EquityOption,CP001,USD,35306303.16,1368515.32
FX-OPT-000009,FxOption,CP005,EUR,28597080.86,1376968.48
EQ-FWD-000071,EquityForward,CP004,JPY,2265971.00,-485219.55
FX-OPT-000002,FxOption,CP002,USD,4817202.15,232759.33
FX-OPT-000141,FxOption,CP001,GBP,27892607.76,1258966.70
FX-OPT-000118,FxOption,CP002,EUR,1019266.09,47606.93
FX-OPT-000111,FxOption,CP002,USD,34762690.32,1665885.10
IRS-000145,IRS,CP004,EUR,19892983.38,110564.47
EQ-FWD-000056,EquityForward,CP005,USD,7364132.63,287199.02
FX-OPT-000039,FxOption,CP001,USD,18793254.08,-27412609.25
EQ-OPT-000123,EquityOption,CP003,USD,40185440.46,1591447.36
CDS-000135,CDS,CP002,USD,87490942.58,4207805.46
EQ-FWD-000064,EquityForward,CP005,USD,16052209.57,337174.55
CDS-000048,CDS,CP003,USD,47485202.12,2382193.47
IRS-000169,IRS,CP003,JPY,318372508.05,42940.02
FX-OPT-000024,FxOption,CP002,GBP,43704495.18,2018338.72
CDS-000073,CDS,CP004,USD,80446388.01,3930490.94
FX-OPT-000146,FxOption,CP002,EUR,42380376.86,-58276363.03
FX-FWD-000003,FxForward,CP001,EUR,73424905.66,3511629.42
EQ-OPT-000146,EquityOption,CP003,USD,42731205.17,762339.53
FX-FWD-000057,FxForward,CP001,GBP,8407510.06,381762.78
CDS-000120,CDS,CP001,USD,83622431.91,3910803.03
FX-FWD-000085,FxForward,CP002,GBP,72700992.16,3318590.06
IRS-000114,IRS,CP004,USD,494585971.54,2692518.58
FX-FWD-000055,FxForward,CP003,EUR,91173264.59,-141308723.15
EQ-OPT-000167,EquityOption,CP002,USD,4229668.56,185947.16
FX-FWD-000048,FxForward,CP001,GBP,16648404.74,757395.74
IRS-000190,IRS,CP002,USD,304557395.51,4707116.60
EQ-FWD-000008,EquityForward,CP003,USD,4926814.51,100009.74
FX-FWD-000060,FxForward,CP004,EUR,97758664.06,-149205095.10
EQ-FWD-000138,EquityForward,CP001,USD,1986308.52,78663.77
IRS-000186,IRS,CP002,JPY,99211971.86,3684983.19
FX-OPT-000101,FxOption,CP001,USD,42550863.04,-60422894.84
FX-FWD-000105,FxForward,CP003,USD,29979768.04,-41167107.28
FX-OPT-000081,FxOption,CP001,EUR,48699779.46,2290747.68
IRS-000092,IRS,CP001,GBP,409751957.10,8615309.29
CDS-000111,CDS,CP004,USD,72205525.17,3103604.21
CDS-000083,CDS,CP003,USD,29837355.26,1493160.53
IRS-000119,IRS,CP003,EUR,55845013.72,320516.94
CDS-000089,CDS,CP001,USD,38162831.61,1815132.57
CDS-000127,CDS,CP003,USD,6440199.18,295456.28
EQ-FWD-000147,EquityForward,CP002,JPY,12263086.93,-2830746.87
EQ-OPT-000113,EquityOption,CP003,USD,23029203.45,1038831.09
IRS-000120,IRS,CP003,USD,84667866.29,2023012.11
EQ-OPT-000061,EquityOption,CP005,JPY,9936464.65,-1930827.83
CDS-000136,CDS,CP002,USD,92819350.00,4126951.09
FX-FWD-000076,FxForward,CP005,EUR,2313567.25,110745.21
IRS-000038,IRS,CP003,USD,436297136.44,4494759.36
CDS-000096,CDS,CP003,USD,69533442.92,3379514.81
EQ-OPT-000164,EquityOption,CP002,USD,28703922.30,602908.87
EQ-OPT-000116,EquityOption,CP003,USD,3050000.63,135724.22
FX-FWD-000020,FxForward,CP001,USD,85933320.60,4181440.71
CDS-000087,CDS,CP003,USD,18915686.89,916975.15
FX-OPT-000115,FxOption,CP001,EUR,1690556.95,80160.22
IRS-000016,IRS,CP005,JPY,454395672.74,15301692.02
FX-FWD-000064,FxForward,CP002,EUR,56034781.47,2668618.21
CDS-000094,CDS,CP004,USD,87899284.28,4186726.61
IRS-000100,IRS,CP002,USD,19294983.10,35576.31
FX-FWD-000075,FxForward,CP001,EUR,83247667.79,3953982.69
EQ-OPT-000165,EquityOption,CP005,USD,1876530.91,31645.98
EQ-FWD-000143,EquityForward,CP001,USD,11164204.89,486719.05
EQ-FWD-000030,EquityForward,CP001,USD,18018120.57,376250.33
FX-OPT-000025,FxOption,CP002,USD,16607696.86,-24944775.74
IRS-000111,IRS,CP005,GBP,234279431.07,6242081.38
EQ-FWD-000112,EquityForward,CP002,USD,18861038.23,368892.16
FX-OPT-000139,FxOption,CP001,GBP,19653236.09,881158.91
FX-OPT-000086,FxOption,CP003,EUR,11986574.87,-16661299.76
FX-FWD-000019,FxForward,CP001,EUR,54166152.94,-81411226.89
EQ-OPT-000028,EquityOption,CP005,EUR,39071395.34,2216500.60
EQ-OPT-000070,EquityOption,CP001,EUR,8323989.35,473230.66
CDS-000016,CDS,CP001,USD,77198160.21,3464529.66
CDS-000059,CDS,CP002,USD,66632018.38,2979690.24
EQ-FWD-000055,EquityForward,CP004,USD,5875828.86,257958.91
FX-OPT-000098,FxOption,CP005,GBP,34461691.80,1533594.12
FX-FWD-000041,FxForward,CP003,EUR,58651257.18,2785797.42
EQ-OPT-000193,EquityOption,CP001,JPY,36943314.24,-8838592.15
EQ-FWD-000146,EquityForward,CP003,USD,2800623.10,54079.44
FX-FWD-000121,FxForward,CP003,EUR,14527389.60,692195.00
CDS-000053,CDS,CP003,USD,74483545.04,3352310.63
EQ-FWD-000050,EquityForward,CP001,EUR,14147053.80,801779.16
CDS-000090,CDS,CP003,USD,26837434.64,1318913.78
FX-OPT-000088,FxOption,CP001,USD,31193994.67,-42564656.55
EQ-OPT-000035,EquityOption,CP002,JPY,47722066.75,-11075968.21
FX-OPT-000142,FxOption,CP004,USD,41021978.07,-60302011.96
EQ-OPT-000038,EquityOption,CP005,USD,15046672.55,318465.04
IRS-000132,IRS,CP002,USD,345394913.65,10445834.09
EQ-FWD-000024,EquityForward,CP003,JPY,13897461.56,-3161807.38
IRS-000183,IRS,CP004,USD,405303410.61,7774123.20
EQ-OPT-000186,EquityOption,CP002,JPY,6037389.44,-1416139.71
IRS-000081,IRS,CP002,USD,364980222.71,9136372.75
IRS-000166,IRS,CP004,GBP,419534255.05,14624920.69
FX-OPT-000095,FxOption,CP001,GBP,36786438.98,1677481.45
IRS-000031,IRS,CP001,JPY,28114285.62,86.15
EQ-FWD-000039,EquityForward,CP004,USD,10763534.56,214642.26
FX-OPT-000080,FxOption,CP001,EUR,49325303.22,-76557440.32
FX-FWD-000086,FxForward,CP005,EUR,84044524.10,4017443.42
EQ-OPT-000058,EquityOption,CP002,EUR,47422843.27,2692853.43
CDS-000037,CDS,CP005,USD,50370846.11,2136436.62
CDS-000058,CDS,CP004,USD,53154292.38,2553912.72
EQ-OPT-000030,EquityOption,CP004,USD,20000373.85,811128.23
FX-OPT-000078,FxOption,CP005,GBP,46047772.41,2094579.08
CDS-000055,CDS,CP003,USD,35858851.24,1804188.22
EQ-OPT-000142,EquityOption,CP002,USD,40525837.55,947337.14
EQ-OPT-000133,EquityOption,CP002,JPY,9389707.75,-2219477.18
CDS-000124,CDS,CP003,USD,82684012.39,3615838.83
IRS-000127,IRS,CP004,JPY,205448015.17,7188809.35
EQ-OPT-000194,EquityOption,CP002,USD,41348141.10,1706371.88
IRS-000118,IRS,CP005,EUR,255939163.88,2226317.70
IRS-000164,IRS,CP003,EUR,187941606.87,7238859.07
FX-OPT-000022,FxOption,CP005,EUR,46375441.00,2226832.39
FX-FWD-000100,FxForward,CP002,EUR,38527125.35,1840521.31
CDS-000148,CDS,CP005,USD,68520991.01,2982119.44
FX-FWD-000116,FxForward,CP003,USD,55393048.94,-76911330.24
FX-FWD-000052,FxForward,CP003,EUR,9324992.06,-13977534.67
FX-OPT-000077,FxOption,CP002,EUR,7679107.92,364847.73
FX-OPT-000008,FxOption,CP005,USD,4425716.10,216146.77
FX-FWD-000112,FxForward,CP003,USD,54855971.29,2671128.79
FX-OPT-000121,FxOption,CP003,USD,13737529.52,-19693204.54
IRS-000045,IRS,CP003,GBP,318714384.68,10327852.53
EQ-FWD-000032,EquityForward,CP001,EUR,18148954.71,1029456.69
FX-FWD-000084,FxForward,CP002,EUR,27249860.51,-41816084.61
EQ-OPT-000056,EquityOption,CP003,USD,16036279.94,729710.65
IRS-000089,IRS,CP002,USD,288266859.82,9860997.64
IRS-000195,IRS,CP004,GBP,10606257.20,362535.40
IRS-000051,IRS,CP005,JPY,56438560.03,2174130.64
EQ-OPT-000117,EquityOption,CP003,JPY,24927269.97,-5266635.08
IRS-000128,IRS,CP001,GBP,361020318.27,1297557.67
FX-FWD-000033,FxForward,CP003,GBP,22447788.01,1021409.89
IRS-000078,IRS,CP003,EUR,273896528.66,9178043.37
CDS-000139,CDS,CP005,USD,36354006.43,1740651.08
CDS-000023,CDS,CP001,USD,84561059.08,3975111.19
CDS-000099,CDS,CP004,USD,33691449.03,1717494.06
EQ-OPT-000174,EquityOption,CP005,USD,17460604.47,677857.41
EQ-FWD-000113,EquityForward,CP005,EUR,3586284.44,203169.46
EQ-FWD-000054,EquityForward,CP003,USD,10217457.23,215120.62
EQ-OPT-000082,EquityOption,CP001,EUR,9210847.27,523599.75
IRS-000006,IRS,CP005,JPY,228177574.49,2943506.97
FX-OPT-000085,FxOption,CP004,GBP,6477798.18,301781.87
CDS-000118,CDS,CP002,USD,13747064.85,605756.67
FX-FWD-000094,FxForward,CP002,GBP,78594702.16,3567339.62
EQ-OPT-000002,EquityOption,CP003,EUR,49736858.18,2829937.76
IRS-000176,IRS,CP004,USD,205342757.03,7689159.60
EQ-OPT-000013,EquityOption,CP002,USD,1961594.11,36289.92
FX-FWD-000009,FxForward,CP003,GBP,16525090.94,752162.14
EQ-OPT-000168,EquityOption,CP005,USD,33625643.66,651287.43
FX-OPT-000124,FxOption,CP005,EUR,20174793.80,959783.78
FX-FWD-000093,FxForward,CP001,USD,67501575.71,3280997.53
EQ-OPT-000158,EquityOption,CP004,USD,18931992.53,792350.22
EQ-OPT-000159,EquityOption,CP001,USD,26637243.62,1197971.54
EQ-OPT-000153,EquityOption,CP004,USD,43267229.37,1793153.07
IRS-000171,IRS,CP002,GBP,148708653.26,3903520.58
FX-FWD-000061,FxForward,CP005,USD,89502257.17,4364422.51
FX-FWD-000001,FxForward,CP001,USD,89239176.43,-121525548.02
EQ-OPT-000015,EquityOption,CP004,EUR,27696614.53,1574210.19
CDS-000003,CDS,CP001,USD,94994338.51,4357761.64
IRS-000066,IRS,CP004,USD,63688823.00,399313.03
FX-FWD-000078,FxForward,CP004,EUR,56678438.62,2708194.06
FX-FWD-000035,FxForward,CP004,USD,59068252.49,-82616906.20
FX-FWD-000130,FxForward,CP004,EUR,57673507.32,2738890.00
EQ-OPT-000178,EquityOption,CP001,EUR,46532843.28,2633272.31
EQ-FWD-000037,EquityForward,CP004,EUR,15940056.23,903241.37
EQ-FWD-000044,EquityForward,CP003,EUR,4430940.03,251193.84
EQ-OPT-000045,EquityOption,CP004,EUR,5959217.98,337569.72
FX-FWD-000047,FxForward,CP005,GBP,20345198.34,929750.14
EQ-FWD-000001,EquityForward,CP002,JPY,9369961.00,-2109228.48
EQ-FWD-000145,EquityForward,CP003,JPY,17834430.91,-3843445.85
EQ-OPT-000047,EquityOption,CP003,EUR,46143426.07,2608187.64
CDS-000052,CDS,CP003,USD,42634911.26,2014523.56
EQ-FWD-000139,EquityForward,CP004,USD,6777302.61,293395.67
EQ-FWD-000096,EquityForward,CP001,EUR,10886559.40,617748.37
FX-FWD-000102,FxForward,CP002,EUR,69141558.51,-104769165.03
CDS-000068,CDS,CP004,USD,72532580.30,3479204.37
FX-OPT-000102,FxOption,CP001,USD,8053472.65,-11822678.66
EQ-OPT-000137,EquityOption,CP005,USD,25371185.68,608496.22
EQ-OPT-000064,EquityOption,CP005,USD,22763118.12,875631.01
FX-OPT-000099,FxOption,CP004,USD,1555002.62,-1957719.20
EQ-OPT-000184,EquityOption,CP002,JPY,17175747.55,-3716997.31
EQ-FWD-000103,EquityForward,CP005,USD,1155619.76,46023.45
FX-FWD-000117,FxForward,CP002,EUR,70297072.65,-107187516.97
FX-FWD-000029,FxForward,CP004,EUR,71368104.48,-109635555.23
IRS-000033,IRS,CP003,JPY,443068564.01,1899187.60
FX-OPT-000029,FxOption,CP005,USD,18318867.65,906463.65
EQ-FWD-000126,EquityForward,CP004,USD,16137843.79,309867.40
EQ-OPT-000175,EquityOption,CP005,USD,8070669.00,342920.71
EQ-FWD-000011,EquityForward,CP001,USD,4648750.20,94231.36
EQ-OPT-000059,EquityOption,CP002,USD,42811064.43,1907630.91
EQ-FWD-000083,EquityForward,CP004,USD,19668249.64,777023.81
IRS-000139,IRS,CP005,GBP,111816771.58,1130049.83
EQ-OPT-000057,EquityOption,CP004,USD,5941248.42,225516.63
IRS-000121,IRS,CP005,GBP,343549448.83,5778197.44
FX-FWD-000058,FxForward,CP005,GBP,83251920.14,3788849.47
FX-FWD-000087,FxForward,CP003,GBP,97806446.58,4456522.04
CDS-000036,CDS,CP005,USD,8646282.12,410781.42
FX-OPT-000134,FxOption,CP001,EUR,34676040.81,-50331564.87
FX-FWD-000070,FxForward,CP004,USD,18038586.89,-24679928.90
CDS-000031,CDS,CP004,USD,19102595.19,812861.43
EQ-OPT-000096,EquityOption,CP004,EUR,26978633.47,1525868.96
EQ-FWD-000142,EquityForward,CP002,JPY,9788518.95,-2206139.58
EQ-FWD-000045,EquityForward,CP005,EUR,19413032.88,1101557.09
EQ-FWD-000144,EquityForward,CP002,USD,1165968.75,50543.41
FX-OPT-000063,FxOption,CP003,USD,32007124.50,1533318.41
FX-FWD-000012,FxForward,CP002,EUR,85228792.49,-131621882.31
CDS-000115,CDS,CP004,USD,11615745.07,545078.98
IRS-000049,IRS,CP001,USD,462707302.79,4668102.68
CDS-000029,CDS,CP005,USD,47394121.44,2074760.56
CDS-000122,CDS,CP001,USD,90927005.85,3673931.26
FX-OPT-000089,FxOption,CP004,USD,43159484.80,2120443.63
EQ-OPT-000106,EquityOption,CP004,JPY,43356007.85,-9030663.72
CDS-000128,CDS,CP002,USD,96213114.69,4191132.36
IRS-000027,IRS,CP001,GBP,180920770.75,6092922.06
EQ-OPT-000080,EquityOption,CP004,JPY,39038432.79,-9590898.93
EQ-FWD-000107,EquityForward,CP003,USD,16996273.45,668664.76
FX-FWD-000113,FxForward,CP001,EUR,87903179.69,4200213.73
IRS-000035,IRS,CP005,EUR,318421124.82,9932127.33
FX-OPT-000050,FxOption,CP002,USD,48600783.63,-63893767.01
EQ-FWD-000003,EquityForward,CP003,JPY,4792864.90,-1076188.52
EQ-OPT-000105,EquityOption,CP003,USD,24733203.48,453909.24
IRS-000170,IRS,CP001,JPY,68125976.18,1377733.39
IRS-000017,IRS,CP004,GBP,313558414.22,3387699.25
IRS-000129,IRS,CP003,JPY,331596998.85,7862813.47
IRS-000163,IRS,CP003,JPY,233594961.69,3022966.82
EQ-OPT-000063,EquityOption,CP002,USD,42320380.49,1846228.39
IRS-000154,IRS,CP002,USD,101553105.85,1964044.87
FX-FWD-000079,FxForward,CP001,EUR,40287592.72,-61187566.43
FX-FWD-000142,FxForward,CP002,GBP,46863281.28,2132314.45
IRS-000018,IRS,CP005,USD,25504566.34,174978.79
EQ-FWD-000132,EquityForward,CP005,USD,16710689.60,354656.55
